path,pseudo_label,pseudo_label_str
../data/raw/sans_label/21797d47-01df-487a-a98c-5bc0c9bf6f41.jpg,1,cancer
../data/raw/sans_label/21915aea-8e4a-462a-a9f0-f28f88d739a5.jpg,1,cancer
../data/raw/sans_label/21ba4389-dd6d-420f-a764-8fec9af826e7.jpg,1,cancer
../data/raw/sans_label/21e0f7bc-571d-4917-b59d-94acf6e2ebb6.jpg,0,normal
../data/raw/sans_label/224880e9-c10f-4de6-b2f2-32d06dd8a295.jpg,0,normal
../data/raw/sans_label/227fd1b8-0717-4aad-839f-606c00e59b2c.jpg,0,normal
../data/raw/sans_label/2290b921-dacb-455d-9f85-d91dc2ce5ccd.jpg,1,cancer
../data/raw/sans_label/22b4faf1-e172-4bae-86f9-d2635bdcdf5c.jpg,1,cancer
../data/raw/sans_label/22e19048-13e2-4291-aa71-662bfad293fc.jpg,1,cancer
../data/raw/sans_label/22efad41-71a8-4ac4-8ba7-731a22fc8f0f.jpg,0,normal
../data/raw/sans_label/23506eb1-8cd8-4558-836c-1835ee1ca61b.jpg,1,cancer
../data/raw/sans_label/2376fe70-b559-4581-bb79-205dc68cb714.jpg,0,normal
../data/raw/sans_label/239b9986-e7d3-4a2f-a259-0947eef56f52.jpg,1,cancer
../data/raw/sans_label/23ca8438-4ed8-44b3-98fc-be7c9ec11e73.jpg,0,normal
../data/raw/sans_label/2430d4d6-160d-4b17-b479-6ba9a4181379.jpg,0,normal
../data/raw/sans_label/243243ad-a8e1-4761-9800-6d32fb4cdfe6.jpg,1,cancer
../data/raw/sans_label/2433d50c-ce05-4641-8db6-515a8a1bf78e.jpg,1,cancer
../data/raw/sans_label/2437d69e-8b9e-41e8-ac0f-06b1b9595cd3.jpg,1,cancer
../data/raw/sans_label/2439ba57-aa49-4cab-8b55-b20309852f4d.jpg,1,cancer
../data/raw/sans_label/246f3294-b91c-47cf-9436-0c214197be2e.jpg,0,normal
../data/raw/sans_label/24747dd0-93e1-43bd-b824-15b973b1585e.jpg,0,normal
../data/raw/sans_label/249b655c-d37c-4e75-be45-0e687624b238.jpg,1,cancer
../data/raw/sans_label/24e82706-723d-419a-8f93-519ebabbd8a4.jpg,0,normal
../data/raw/sans_label/25250488-7283-4694-9748-af05b55cb8d1.jpg,1,cancer
../data/raw/sans_label/25262647-af5a-4f96-b728-b440d0e854b5.jpg,1,cancer
../data/raw/sans_label/254784f6-116e-4b70-a5b3-44e924817123.jpg,1,cancer
../data/raw/sans_label/2572db89-6df6-47a4-b395-a834b8541a28.jpg,0,normal
../data/raw/sans_label/25e31a25-25eb-4c22-a414-0fb8eae6cf09.jpg,1,cancer
../data/raw/sans_label/25f9bbfb-a9ec-46ef-8d26-70ff3b5ef97e.jpg,1,cancer
../data/raw/sans_label/26677725-4da4-4321-866b-63a12675640b.jpg,1,cancer
../data/raw/sans_label/269f1282-607d-4700-a8fa-3b560422946c.jpg,0,normal
../data/raw/sans_label/26ff3a8d-93cb-43de-aa5a-e71b74348b3b.jpg,0,normal
../data/raw/sans_label/278518df-2894-4e70-8a6f-96d47064ee24.jpg,1,cancer
../data/raw/sans_label/27ca19d4-03b2-4968-90c0-855c32d76c13.jpg,1,cancer
../data/raw/sans_label/27d67b82-affc-4e61-862d-6e2945bede3c.jpg,0,normal
../data/raw/sans_label/281e0073-c700-4afe-80a6-560e62e13c9a.jpg,0,normal
../data/raw/sans_label/2836c6e4-a50e-4f96-a057-33405b18de0d.jpg,1,cancer
../data/raw/sans_label/28b8dde6-866d-4f55-921b-ba2c9829dac1.jpg,0,normal
../data/raw/sans_label/28f55fc6-1d27-4aed-9b19-96b9075a5622.jpg,1,cancer
../data/raw/sans_label/2912ea6b-9800-49be-95bf-43b21cc4d196.jpg,0,normal
../data/raw/sans_label/2918e699-5fee-4936-90a8-7e61827ee531.jpg,0,normal
../data/raw/sans_label/29db9197-93a5-47c7-bb20-038cf02d25a1.jpg,0,normal
../data/raw/sans_label/2a098f48-f13b-462e-9f59-7232cf01db8e.jpg,1,cancer
../data/raw/sans_label/2a103299-4ee4-416e-bf86-cb4f06c96897.jpg,1,cancer
../data/raw/sans_label/2a1ec20f-9ca1-4804-b5cf-301be078be80.jpg,0,normal
../data/raw/sans_label/2a28835d-bf8b-4a84-88ca-822c5e411b6a.jpg,1,cancer
../data/raw/sans_label/2a6017d7-244c-49ae-90f0-f3e5f445d90c.jpg,1,cancer
../data/raw/sans_label/2a87b19d-f000-4432-b702-9608707d35af.jpg,1,cancer
../data/raw/sans_label/2aaee55e-bd7c-4b53-bc10-f0655e9c343c.jpg,1,cancer
../data/raw/sans_label/2ba54f20-318c-4c04-b110-0ae0b80f60df.jpg,0,normal
../data/raw/sans_label/2baa54db-96b9-4ec0-ab61-c948aaac28e9.jpg,1,cancer
../data/raw/sans_label/2bc7df2a-1e79-4217-8c1d-8ed01ea05d34.jpg,0,normal
../data/raw/sans_label/2c053bfd-7f9c-46f1-99fb-36320171040c.jpg,1,cancer
../data/raw/sans_label/2c2f3300-5848-4b58-a872-b46d7f8c9833.jpg,0,normal
../data/raw/sans_label/2c4fa56e-5827-4398-8d9c-9b7a8ad5b1cf.jpg,1,cancer
../data/raw/sans_label/2c6c06be-eb1f-464a-88f8-6f6ad0f639f2.jpg,1,cancer
../data/raw/sans_label/2d1efda4-14be-478c-922e-4949e3580eb4.jpg,0,normal
../data/raw/sans_label/2daa3746-ce60-4272-a2ea-397e5b761951.jpg,1,cancer
../data/raw/sans_label/2e039f72-ee1f-4bef-a7ee-ac814fb510b6.jpg,1,cancer
../data/raw/sans_label/2e0fca33-43ed-4b12-b24e-3d232e89c380.jpg,0,normal
../data/raw/sans_label/2e255b7b-ccf0-4e3a-95cf-eb4460d5ae85.jpg,1,cancer
../data/raw/sans_label/2e671412-32fd-4136-9844-f7053b0696c9.jpg,1,cancer
../data/raw/sans_label/2e851a56-15c3-4063-b004-382142142e97.jpg,1,cancer
../data/raw/sans_label/2e9e766f-a7c2-4f8c-92e1-5cddb977bca6.jpg,0,normal
../data/raw/sans_label/2eadfe64-153b-4bd5-901e-13081fb7255b.jpg,0,normal
../data/raw/sans_label/2eb47d1a-f7b6-447b-832d-5d56ef7be20c.jpg,1,cancer
../data/raw/sans_label/2eba5393-94d5-4341-b3cd-2f6f26e27b78.jpg,1,cancer
../data/raw/sans_label/2ebe1d0a-8b43-4ca1-b375-8aad317ab286.jpg,0,normal
../data/raw/sans_label/2f0c7977-339e-4e46-b412-c8fd1a8d05b0.jpg,0,normal
../data/raw/sans_label/2f29298b-db7b-4513-97c2-fed64d1f884c.jpg,1,cancer
../data/raw/sans_label/2f4afc63-e538-4ff1-9171-cfec5ea3ac60.jpg,0,normal
../data/raw/sans_label/2f75f594-2252-4e72-98a3-19b63f7a8bb0.jpg,1,cancer
../data/raw/sans_label/2f8b9176-5606-4628-9a01-8ba1870e4eba.jpg,0,normal
../data/raw/sans_label/2fac4138-8d2b-45bb-811b-0f0890b0af58.jpg,0,normal
../data/raw/sans_label/3019cc7d-ae57-4887-9d9a-b1b063478a62.jpg,1,cancer
../data/raw/sans_label/302226bb-03f5-437b-8f97-f023756010ae.jpg,1,cancer
../data/raw/sans_label/30244647-0ef7-459e-b72f-1aafa4b277c6.jpg,1,cancer
../data/raw/sans_label/30542835-e44f-4f33-b4ab-2cdaa7095eaf.jpg,0,normal
../data/raw/sans_label/3058ed0b-2e00-4383-9cb6-8d425be1d69b.jpg,0,normal
../data/raw/sans_label/30c19127-f3e9-421f-9847-dcf07db7d493.jpg,0,normal
../data/raw/sans_label/30f4d898-458b-420e-b687-9fd4a12eedcc.jpg,0,normal
../data/raw/sans_label/30ffee72-6e84-4d01-88a3-a09769c1b6cf.jpg,1,cancer
../data/raw/sans_label/3131e231-a5f8-4a5d-99e2-166cd2bc6122.jpg,1,cancer
../data/raw/sans_label/31456af0-7c27-436d-9ca4-d9bb1477ad63.jpg,0,normal
../data/raw/sans_label/317c9a6a-1657-4c88-9c01-fb2ea0863b01.jpg,1,cancer
../data/raw/sans_label/31a2a5e5-aa2b-423f-ac11-509e43e10517.jpg,1,cancer
../data/raw/sans_label/31cb7436-c933-4e01-a60a-d8e7ede8fe68.jpg,0,normal
../data/raw/sans_label/31d0ec8d-0411-438f-9ab2-ac02f0bb5775.jpg,0,normal
../data/raw/sans_label/31dfb326-02c8-43d8-9fe9-b71554519dbb.jpg,1,cancer
../data/raw/sans_label/31e15e3c-5481-462d-99cb-29091c42cab8.jpg,0,normal
../data/raw/sans_label/32179fa4-f41e-45cb-b8fd-a5ed748b6e0c.jpg,1,cancer
../data/raw/sans_label/322e02de-5c43-40b3-ba94-1c8992d000a9.jpg,0,normal
